,id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
400,400,2.0,No,5.0,3.0,No,5.0,3.0,Extrovert
401,401,1.0,No,7.0,5.0,No,9.0,10.0,Extrovert
402,402,7.0,Yes,3.0,1.0,Yes,1.0,3.0,Introvert
403,403,6.0,No,1.0,4.0,Yes,3.0,2.0,Extrovert
404,404,3.0,No,6.0,4.0,No,14.0,4.0,Extrovert
405,405,2.0,No,8.0,7.0,No,9.0,7.0,Extrovert
406,406,2.0,No,5.0,5.0,No,10.0,9.0,Extrovert
407,407,7.0,Yes,3.0,2.0,No,5.0,1.0,Introvert
408,408,0.0,No,8.0,5.0,No,10.0,7.0,Extrovert
409,409,0.0,No,9.0,6.0,No,5.0,7.0,Extrovert
410,410,0.0,No,7.0,5.0,No,10.0,7.0,Extrovert
411,411,3.0,No,5.0,6.0,No,10.0,5.0,Extrovert
412,412,2.0,No,9.0,7.0,No,6.0,5.0,Extrovert
413,413,0.0,No,8.0,3.0,No,7.0,4.0,Extrovert
414,414,1.0,No,4.0,5.0,No,5.0,6.0,Extrovert
415,415,1.0,No,4.0,7.0,No,9.0,4.0,Extrovert
416,416,3.0,No,5.0,4.0,No,11.0,6.0,Extrovert
417,417,4.0,No,7.0,3.0,No,6.0,8.0,Extrovert
418,418,9.0,Yes,2.0,2.0,No,2.0,1.0,Introvert
419,419,0.0,No,7.0,3.0,No,11.0,5.0,Extrovert
420,420,1.0,No,5.0,4.0,No,7.0,10.0,Extrovert
421,421,3.0,No,6.0,7.0,No,8.0,9.0,Extrovert
422,422,8.0,Yes,5.0,2.0,No,2.0,2.0,Introvert
423,423,3.0,No,5.0,4.0,No,8.0,8.0,Extrovert
424,424,0.0,No,4.0,7.0,No,9.0,4.0,Extrovert
425,425,1.0,No,6.0,5.0,No,5.0,5.0,Extrovert
426,426,7.0,Yes,3.0,1.0,Yes,4.0,1.0,Introvert
427,427,1.0,No,7.0,4.0,No,10.0,8.0,Extrovert
428,428,2.0,No,9.0,4.0,No,11.0,5.0,Extrovert
429,429,2.0,No,4.0,4.0,No,12.0,7.0,Extrovert
430,430,1.0,No,7.0,5.0,No,5.0,7.0,Extrovert
431,431,1.0,No,9.0,5.0,No,12.0,6.0,Extrovert
432,432,4.0,No,1.0,0.0,Yes,3.0,5.0,Introvert
433,433,2.0,No,4.0,5.0,No,9.0,5.0,Extrovert
434,434,7.0,Yes,0.0,2.0,Yes,0.0,3.0,Introvert
435,435,3.0,No,6.0,4.0,No,13.0,4.0,Extrovert
436,436,0.0,No,6.0,3.0,No,15.0,6.0,Extrovert
437,437,0.0,No,4.0,4.0,No,7.0,6.0,Extrovert
438,438,2.0,Yes,1.0,1.0,Yes,2.0,0.0,Introvert
439,439,3.0,No,5.0,5.0,No,4.0,4.0,Extrovert
440,440,2.0,No,7.0,5.0,No,8.0,8.0,Extrovert
441,441,4.0,No,5.0,5.0,No,12.0,10.0,Extrovert
442,442,11.0,Yes,0.0,3.0,Yes,2.0,0.0,Introvert
443,443,4.0,Yes,1.0,7.0,Yes,2.0,7.0,Extrovert
444,444,1.0,No,6.0,6.0,No,13.0,5.0,Extrovert
445,445,2.0,No,4.0,5.0,No,12.0,10.0,Extrovert
446,446,3.0,No,7.0,6.0,No,10.0,7.0,Extrovert
447,447,4.0,No,6.0,5.0,No,8.0,4.0,Extrovert
448,448,2.0,No,9.0,3.0,No,10.0,3.0,Extrovert
449,449,9.0,Yes,0.0,0.0,No,2.0,1.0,Introvert
450,450,2.0,No,3.0,3.0,No,4.0,6.0,Extrovert
451,451,3.0,No,6.0,6.0,No,8.0,10.0,Extrovert
452,452,2.0,Yes,2.0,0.0,Yes,0.0,1.0,Introvert
453,453,0.0,No,3.0,4.0,No,6.0,6.0,Extrovert
454,454,3.0,No,5.0,5.0,No,6.0,3.0,Extrovert
455,455,1.0,No,9.0,7.0,No,12.0,6.0,Extrovert
456,456,0.0,No,3.0,6.0,No,4.0,5.0,Extrovert
457,457,4.0,Yes,2.0,2.0,Yes,0.0,2.0,Introvert
458,458,3.0,No,5.0,7.0,No,8.0,6.0,Extrovert
459,459,2.0,No,5.0,5.0,No,6.0,8.0,Extrovert
460,460,2.0,No,9.0,4.0,No,14.0,4.0,Extrovert
461,461,2.0,No,5.0,7.0,No,12.0,5.0,Extrovert
462,462,5.0,Yes,0.0,4.0,Yes,2.0,2.0,Introvert
463,463,2.0,No,8.0,6.0,No,11.0,7.0,Extrovert
464,464,7.0,Yes,1.0,0.0,Yes,15.0,2.0,Introvert
465,465,4.0,No,4.0,7.0,No,10.0,4.0,Extrovert
466,466,2.0,No,10.0,6.0,No,9.0,9.0,Extrovert
467,467,3.0,No,9.0,5.0,No,7.0,8.0,Extrovert
468,468,10.0,No,3.0,0.0,Yes,8.0,5.0,Introvert
469,469,3.0,No,5.0,5.0,No,5.0,5.0,Extrovert
470,470,11.0,Yes,1.0,4.0,Yes,2.0,1.0,Introvert
471,471,6.0,Yes,5.0,4.0,Yes,1.0,2.0,Introvert
472,472,6.0,Yes,2.0,1.0,Yes,5.0,5.0,Introvert
473,473,1.0,No,6.0,5.0,No,14.0,7.0,Extrovert
474,474,1.0,No,9.0,6.0,No,13.0,8.0,Extrovert
475,475,0.0,No,4.0,7.0,No,9.0,5.0,Extrovert
476,476,4.0,No,9.0,7.0,No,11.0,8.0,Extrovert
477,477,1.0,No,7.0,7.0,No,4.0,7.0,Extrovert
478,478,3.0,No,7.0,5.0,No,8.0,5.0,Extrovert
479,479,1.0,No,5.0,4.0,No,13.0,4.0,Extrovert
480,480,9.0,Yes,4.0,2.0,Yes,3.0,2.0,Introvert
481,481,3.0,No,7.0,4.0,No,11.0,4.0,Extrovert
482,482,1.0,No,4.0,7.0,No,4.0,3.0,Extrovert
483,483,2.0,No,9.0,7.0,No,4.0,7.0,Extrovert
484,484,0.0,No,8.0,6.0,No,6.0,9.0,Extrovert
485,485,1.0,No,9.0,4.0,No,9.0,3.0,Extrovert
486,486,1.0,No,9.0,5.0,No,10.0,7.0,Extrovert
487,487,7.0,Yes,1.0,2.0,Yes,5.0,3.0,Introvert
488,488,1.0,No,4.0,3.0,No,7.0,6.0,Extrovert
489,489,0.0,No,9.0,5.0,No,5.0,8.0,Extrovert
490,490,0.0,No,4.0,3.0,No,14.0,5.0,Extrovert
491,491,5.0,Yes,3.0,1.0,Yes,5.0,1.0,Introvert
492,492,2.0,No,6.0,5.0,No,12.0,3.0,Extrovert
493,493,7.0,Yes,3.0,2.0,Yes,4.0,1.0,Introvert
494,494,2.0,No,9.0,3.0,No,14.0,4.0,Extrovert
495,495,7.0,No,5.0,1.0,Yes,2.0,2.0,Introvert
496,496,5.0,Yes,2.0,2.0,Yes,3.0,1.0,Introvert
497,497,1.0,No,8.0,4.0,No,3.0,8.0,Extrovert
498,498,11.0,Yes,3.0,4.0,Yes,3.0,1.0,Introvert
499,499,1.0,No,6.0,5.0,No,5.0,7.0,Extrovert
500,500,1.0,No,6.0,7.0,No,6.0,4.0,Extrovert
501,501,9.0,Yes,0.0,3.0,Yes,4.0,0.0,Introvert
502,502,0.0,No,9.0,5.0,No,9.0,3.0,Extrovert
503,503,11.0,Yes,1.0,2.0,No,3.0,1.0,Extrovert
504,504,3.0,No,10.0,7.0,No,7.0,8.0,Extrovert
505,505,2.0,No,9.0,5.0,No,8.0,9.0,Extrovert
506,506,3.0,No,9.0,4.0,No,6.0,5.0,Extrovert
507,507,5.0,Yes,0.0,2.0,Yes,4.0,5.0,Introvert
508,508,3.0,No,5.0,4.0,No,11.0,7.0,Extrovert
509,509,2.0,No,7.0,5.0,No,9.0,9.0,Extrovert
510,510,1.0,No,5.0,5.0,No,11.0,9.0,Extrovert
511,511,5.0,Yes,5.0,0.0,Yes,0.0,0.0,Introvert
512,512,2.0,No,9.0,6.0,No,11.0,8.0,Extrovert
513,513,2.0,No,4.0,4.0,No,11.0,5.0,Extrovert
514,514,11.0,No,2.0,0.0,No,5.0,0.0,Introvert
515,515,3.0,No,4.0,3.0,No,7.0,6.0,Extrovert
516,516,3.0,No,7.0,5.0,No,3.0,4.0,Extrovert
517,517,1.0,No,5.0,5.0,No,7.0,7.0,Extrovert
518,518,11.0,Yes,1.0,1.0,Yes,4.0,3.0,Extrovert
519,519,2.0,No,7.0,4.0,No,11.0,4.0,Extrovert
520,520,6.0,Yes,0.0,3.0,Yes,5.0,5.0,Introvert
521,521,0.0,No,4.0,4.0,No,10.0,10.0,Extrovert
522,522,1.0,No,5.0,4.0,No,8.0,5.0,Extrovert
523,523,1.0,No,4.0,7.0,No,5.0,7.0,Extrovert
524,524,2.0,No,9.0,6.0,No,15.0,4.0,Extrovert
525,525,3.0,No,3.0,5.0,No,8.0,6.0,Extrovert
526,526,3.0,No,8.0,4.0,No,15.0,6.0,Extrovert
527,527,0.0,No,5.0,4.0,No,12.0,7.0,Extrovert
528,528,4.0,Yes,2.0,3.0,Yes,1.0,0.0,Introvert
529,529,2.0,Yes,0.0,2.0,Yes,4.0,2.0,Introvert
530,530,3.0,No,10.0,5.0,No,6.0,3.0,Extrovert
531,531,3.0,No,9.0,6.0,No,5.0,3.0,Extrovert
532,532,1.0,No,5.0,4.0,No,8.0,3.0,Extrovert
533,533,2.0,No,9.0,4.0,No,6.0,6.0,Extrovert
534,534,4.0,No,9.0,4.0,No,10.0,3.0,Extrovert
535,535,1.0,No,5.0,5.0,No,14.0,8.0,Extrovert
536,536,11.0,Yes,0.0,3.0,Yes,0.0,2.0,Introvert
537,537,0.0,No,6.0,5.0,No,6.0,9.0,Extrovert
538,538,3.0,No,8.0,3.0,No,7.0,8.0,Extrovert
539,539,2.0,No,5.0,6.0,No,15.0,8.0,Extrovert
540,540,2.0,No,0.0,2.0,Yes,4.0,0.0,Introvert
541,541,7.0,Yes,2.0,2.0,No,3.0,1.0,Introvert
542,542,1.0,No,6.0,6.0,No,9.0,4.0,Extrovert
543,543,0.0,No,7.0,6.0,No,15.0,5.0,Extrovert
544,544,8.0,No,2.0,4.0,Yes,5.0,1.0,Introvert
545,545,6.0,Yes,2.0,2.0,No,4.0,0.0,Introvert
546,546,4.0,Yes,3.0,1.0,Yes,8.0,2.0,Introvert
547,547,2.0,No,10.0,6.0,No,10.0,6.0,Introvert
548,548,5.0,Yes,0.0,4.0,Yes,2.0,5.0,Introvert
549,549,10.0,Yes,0.0,4.0,Yes,4.0,5.0,Introvert
550,550,1.0,No,5.0,6.0,No,8.0,3.0,Extrovert
551,551,4.0,Yes,0.0,0.0,Yes,5.0,0.0,Introvert
552,552,2.0,No,5.0,4.0,No,5.0,4.0,Extrovert
553,553,3.0,No,5.0,4.0,No,6.0,7.0,Extrovert
554,554,4.0,No,4.0,5.0,No,6.0,10.0,Extrovert
555,555,2.0,No,8.0,5.0,No,8.0,3.0,Extrovert
556,556,6.0,Yes,2.0,1.0,Yes,4.0,1.0,Introvert
557,557,2.0,No,9.0,5.0,No,11.0,5.0,Extrovert
558,558,3.0,Yes,2.0,1.0,Yes,2.0,1.0,Extrovert
559,559,2.0,Yes,2.0,0.0,Yes,8.0,0.0,Extrovert
560,560,10.0,No,2.0,1.0,Yes,3.0,2.0,Introvert
561,561,1.0,No,9.0,4.0,No,13.0,4.0,Introvert
562,562,1.0,No,7.0,3.0,No,7.0,7.0,Extrovert
563,563,2.0,No,6.0,3.0,No,10.0,5.0,Extrovert
564,564,10.0,Yes,2.0,3.0,Yes,5.0,1.0,Introvert
565,565,7.0,Yes,1.0,1.0,No,3.0,0.0,Introvert
566,566,2.0,No,7.0,3.0,No,8.0,9.0,Extrovert
567,567,3.0,No,9.0,3.0,No,15.0,5.0,Extrovert
568,568,0.0,No,8.0,5.0,No,15.0,6.0,Extrovert
569,569,1.0,No,5.0,3.0,No,8.0,8.0,Extrovert
570,570,3.0,No,5.0,6.0,No,6.0,9.0,Extrovert
571,571,0.0,No,5.0,3.0,No,8.0,6.0,Extrovert
572,572,2.0,No,5.0,6.0,No,10.0,6.0,Extrovert
573,573,0.0,No,8.0,7.0,No,10.0,4.0,Extrovert
574,574,2.0,No,4.0,3.0,No,4.0,5.0,Extrovert
575,575,1.0,No,5.0,5.0,No,11.0,5.0,Extrovert
576,576,7.0,Yes,3.0,2.0,Yes,8.0,1.0,Introvert
577,577,11.0,No,5.0,1.0,Yes,5.0,2.0,Introvert
578,578,2.0,No,9.0,5.0,No,7.0,10.0,Extrovert
579,579,7.0,Yes,0.0,2.0,No,3.0,1.0,Introvert
580,580,0.0,No,8.0,6.0,No,14.0,9.0,Extrovert
581,581,0.0,No,4.0,5.0,No,15.0,5.0,Extrovert
582,582,6.0,Yes,3.0,1.0,No,2.0,2.0,Introvert
583,583,10.0,No,3.0,0.0,Yes,0.0,1.0,Introvert
584,584,1.0,No,8.0,3.0,No,14.0,4.0,Extrovert
585,585,2.0,No,9.0,5.0,No,10.0,4.0,Extrovert
586,586,9.0,Yes,0.0,1.0,Yes,1.0,1.0,Introvert
587,587,3.0,No,4.0,4.0,No,7.0,4.0,Extrovert
588,588,1.0,No,5.0,5.0,No,8.0,5.0,Extrovert
589,589,2.0,No,6.0,7.0,No,7.0,4.0,Extrovert
590,590,2.0,No,7.0,3.0,No,5.0,4.0,Extrovert
591,591,1.0,No,8.0,5.0,No,8.0,6.0,Extrovert
592,592,3.0,No,8.0,6.0,No,5.0,7.0,Extrovert
593,593,0.0,No,10.0,7.0,No,14.0,6.0,Extrovert
594,594,2.0,No,3.0,5.0,No,6.0,7.0,Extrovert
595,595,3.0,No,5.0,7.0,No,11.0,8.0,Extrovert
596,596,2.0,No,7.0,3.0,No,7.0,3.0,Extrovert
597,597,7.0,Yes,5.0,1.0,Yes,3.0,0.0,Introvert
598,598,1.0,No,4.0,7.0,No,11.0,9.0,Extrovert
599,599,2.0,No,4.0,6.0,No,11.0,3.0,Extrovert
600,600,4.0,No,8.0,5.0,No,15.0,4.0,Extrovert
601,601,3.0,No,4.0,3.0,No,12.0,5.0,Extrovert
602,602,2.0,No,8.0,4.0,No,14.0,7.0,Extrovert
603,603,3.0,No,4.0,3.0,No,13.0,7.0,Extrovert
604,604,0.0,No,6.0,5.0,No,10.0,9.0,Extrovert
605,605,2.0,No,6.0,6.0,No,12.0,5.0,Extrovert
606,606,3.0,No,8.0,4.0,No,13.0,7.0,Extrovert
607,607,6.0,Yes,0.0,0.0,Yes,4.0,5.0,Introvert
608,608,1.0,No,5.0,5.0,No,10.0,5.0,Extrovert
609,609,3.0,No,9.0,4.0,No,10.0,8.0,Extrovert
610,610,1.0,No,5.0,5.0,No,7.0,10.0,Extrovert
611,611,4.0,No,9.0,4.0,No,7.0,9.0,Extrovert
612,612,2.0,No,5.0,4.0,No,8.0,6.0,Extrovert
613,613,2.0,No,6.0,5.0,No,8.0,5.0,Extrovert
614,614,7.0,Yes,5.0,4.0,Yes,1.0,0.0,Introvert
615,615,2.0,No,7.0,4.0,No,12.0,5.0,Extrovert
616,616,2.0,No,3.0,5.0,No,4.0,2.0,Extrovert
617,617,3.0,No,6.0,4.0,No,4.0,6.0,Extrovert
618,618,2.0,No,5.0,3.0,No,8.0,5.0,Extrovert
619,619,2.0,No,4.0,3.0,No,13.0,5.0,Extrovert
620,620,1.0,No,6.0,5.0,No,6.0,5.0,Extrovert
621,621,9.0,No,3.0,2.0,Yes,5.0,2.0,Introvert
622,622,0.0,No,8.0,4.0,No,13.0,10.0,Extrovert
623,623,0.0,No,5.0,3.0,No,11.0,3.0,Extrovert
624,624,0.0,No,9.0,5.0,No,8.0,5.0,Extrovert
625,625,3.0,No,3.0,4.0,No,10.0,9.0,Extrovert
626,626,5.0,Yes,0.0,3.0,Yes,0.0,2.0,Introvert
627,627,2.0,No,3.0,5.0,No,6.0,9.0,Extrovert
628,628,4.0,Yes,5.0,4.0,Yes,4.0,0.0,Introvert
629,629,3.0,No,8.0,4.0,No,11.0,7.0,Extrovert
630,630,2.0,No,8.0,6.0,No,12.0,7.0,Extrovert
631,631,3.0,No,8.0,6.0,No,6.0,3.0,Extrovert
632,632,5.0,Yes,1.0,3.0,Yes,5.0,1.0,Introvert
633,633,2.0,No,9.0,6.0,No,10.0,5.0,Extrovert
634,634,3.0,No,7.0,6.0,No,12.0,5.0,Extrovert
635,635,10.0,Yes,5.0,2.0,Yes,5.0,2.0,Introvert
636,636,3.0,No,5.0,4.0,No,13.0,5.0,Extrovert
637,637,2.0,No,6.0,4.0,No,9.0,8.0,Extrovert
638,638,4.0,Yes,1.0,0.0,No,5.0,1.0,Introvert
639,639,3.0,No,7.0,6.0,No,8.0,3.0,Extrovert
640,640,3.0,No,7.0,5.0,No,15.0,4.0,Extrovert
641,641,0.0,No,6.0,3.0,No,8.0,8.0,Extrovert
642,642,3.0,No,4.0,5.0,No,12.0,5.0,Extrovert
643,643,2.0,No,8.0,3.0,No,11.0,4.0,Extrovert
644,644,3.0,No,8.0,4.0,No,11.0,8.0,Extrovert
645,645,0.0,No,9.0,4.0,No,13.0,5.0,Extrovert
646,646,0.0,No,8.0,3.0,No,11.0,7.0,Extrovert
647,647,1.0,No,7.0,3.0,No,15.0,10.0,Extrovert
648,648,4.0,No,9.0,4.0,No,15.0,6.0,Extrovert
649,649,4.0,No,4.0,6.0,No,12.0,6.0,Extrovert
650,650,9.0,Yes,5.0,2.0,Yes,3.0,1.0,Introvert
651,651,11.0,Yes,2.0,3.0,Yes,4.0,3.0,Extrovert
652,652,2.0,No,5.0,6.0,No,13.0,9.0,Extrovert
653,653,3.0,No,5.0,4.0,No,7.0,3.0,Extrovert
654,654,2.0,No,5.0,3.0,No,6.0,8.0,Extrovert
655,655,9.0,Yes,5.0,0.0,Yes,3.0,1.0,Extrovert
656,656,2.0,No,5.0,6.0,No,11.0,9.0,Extrovert
657,657,10.0,Yes,3.0,0.0,Yes,5.0,2.0,Introvert
658,658,2.0,No,4.0,3.0,No,5.0,7.0,Extrovert
659,659,1.0,No,5.0,6.0,No,8.0,9.0,Extrovert
660,660,4.0,Yes,1.0,4.0,Yes,4.0,0.0,Introvert
661,661,5.0,Yes,0.0,4.0,Yes,4.0,2.0,Introvert
662,662,1.0,No,7.0,7.0,No,13.0,10.0,Extrovert
663,663,2.0,No,6.0,7.0,No,6.0,3.0,Extrovert
664,664,0.0,No,5.0,4.0,No,15.0,9.0,Extrovert
665,665,5.0,Yes,3.0,3.0,Yes,5.0,0.0,Introvert
666,666,0.0,No,6.0,5.0,No,15.0,7.0,Extrovert
667,667,2.0,No,8.0,5.0,No,4.0,9.0,Extrovert
668,668,3.0,No,6.0,4.0,No,13.0,7.0,Extrovert
669,669,2.0,No,4.0,7.0,No,12.0,7.0,Extrovert
670,670,1.0,No,6.0,4.0,No,10.0,8.0,Extrovert
671,671,1.0,No,6.0,3.0,No,10.0,4.0,Extrovert
672,672,1.0,No,6.0,5.0,No,8.0,5.0,Extrovert
673,673,1.0,No,4.0,7.0,No,13.0,6.0,Extrovert
674,674,0.0,No,6.0,6.0,No,10.0,6.0,Extrovert
675,675,2.0,No,6.0,3.0,No,10.0,3.0,Extrovert
676,676,4.0,No,4.0,4.0,No,6.0,8.0,Extrovert
677,677,6.0,No,5.0,0.0,Yes,3.0,0.0,Introvert
678,678,2.0,No,5.0,5.0,No,13.0,5.0,Extrovert
679,679,5.0,Yes,0.0,3.0,Yes,2.0,1.0,Introvert
680,680,2.0,No,10.0,5.0,No,8.0,9.0,Extrovert
681,681,8.0,No,0.0,0.0,Yes,5.0,0.0,Introvert
682,682,1.0,No,7.0,6.0,No,6.0,3.0,Extrovert
683,683,6.0,Yes,5.0,2.0,Yes,0.0,2.0,Introvert
684,684,0.0,No,9.0,7.0,No,11.0,9.0,Extrovert
685,685,2.0,No,4.0,6.0,No,15.0,8.0,Extrovert
686,686,3.0,No,4.0,3.0,No,8.0,9.0,Extrovert
687,687,2.0,No,5.0,4.0,No,15.0,4.0,Extrovert
688,688,7.0,Yes,3.0,0.0,Yes,3.0,0.0,Introvert
689,689,1.0,No,5.0,7.0,No,9.0,6.0,Extrovert
690,690,8.0,No,0.0,1.0,Yes,8.0,1.0,Introvert
691,691,10.0,Yes,2.0,0.0,Yes,5.0,3.0,Introvert
692,692,2.0,No,6.0,4.0,No,10.0,6.0,Extrovert
693,693,0.0,No,9.0,4.0,No,8.0,9.0,Extrovert
694,694,2.0,No,10.0,5.0,No,15.0,7.0,Extrovert
695,695,1.0,No,7.0,5.0,No,4.0,9.0,Extrovert
696,696,2.0,No,3.0,5.0,No,7.0,4.0,Extrovert
697,697,0.0,No,9.0,4.0,No,13.0,3.0,Extrovert
698,698,2.0,No,3.0,4.0,No,4.0,5.0,Extrovert
699,699,6.0,Yes,2.0,3.0,No,3.0,1.0,Introvert
700,700,10.0,No,0.0,4.0,Yes,5.0,1.0,Introvert
701,701,0.0,No,10.0,5.0,No,13.0,4.0,Extrovert
702,702,9.0,Yes,0.0,0.0,Yes,3.0,4.0,Introvert
703,703,4.0,Yes,0.0,4.0,Yes,3.0,0.0,Introvert
704,704,1.0,No,7.0,6.0,No,8.0,9.0,Extrovert
705,705,6.0,Yes,0.0,1.0,Yes,8.0,2.0,Introvert
706,706,3.0,No,6.0,6.0,No,12.0,7.0,Extrovert
707,707,6.0,Yes,0.0,1.0,Yes,1.0,2.0,Extrovert
708,708,2.0,No,8.0,5.0,No,8.0,5.0,Extrovert
709,709,3.0,No,7.0,3.0,No,8.0,9.0,Extrovert
710,710,2.0,No,6.0,7.0,No,6.0,6.0,Extrovert
711,711,3.0,No,7.0,6.0,No,8.0,7.0,Extrovert
712,712,0.0,No,8.0,3.0,No,13.0,6.0,Extrovert
713,713,7.0,Yes,2.0,2.0,Yes,3.0,5.0,Introvert
714,714,5.0,Yes,4.0,2.0,Yes,4.0,1.0,Extrovert
715,715,2.0,Yes,1.0,0.0,Yes,5.0,0.0,Introvert
716,716,1.0,No,5.0,5.0,No,12.0,7.0,Extrovert
717,717,5.0,Yes,1.0,2.0,Yes,4.0,1.0,Introvert
718,718,6.0,Yes,0.0,0.0,Yes,2.0,1.0,Introvert
719,719,0.0,No,7.0,4.0,No,8.0,3.0,Extrovert
720,720,3.0,No,6.0,5.0,No,15.0,4.0,Extrovert
721,721,3.0,No,4.0,6.0,No,10.0,6.0,Extrovert
722,722,10.0,Yes,5.0,0.0,Yes,4.0,2.0,Introvert
723,723,3.0,No,5.0,3.0,No,10.0,8.0,Extrovert
724,724,0.0,No,6.0,7.0,No,6.0,8.0,Extrovert
725,725,3.0,No,7.0,4.0,No,14.0,4.0,Extrovert
726,726,3.0,No,5.0,4.0,No,9.0,9.0,Extrovert
727,727,6.0,Yes,3.0,2.0,Yes,3.0,2.0,Extrovert
728,728,3.0,No,9.0,6.0,No,15.0,6.0,Extrovert
729,729,2.0,No,9.0,6.0,No,15.0,10.0,Extrovert
730,730,9.0,No,0.0,1.0,Yes,4.0,0.0,Introvert
731,731,2.0,No,9.0,3.0,No,8.0,3.0,Extrovert
732,732,1.0,No,5.0,4.0,No,15.0,4.0,Extrovert
733,733,7.0,Yes,2.0,3.0,Yes,4.0,0.0,Introvert
734,734,2.0,No,8.0,3.0,No,11.0,3.0,Extrovert
735,735,2.0,No,7.0,5.0,No,9.0,7.0,Extrovert
736,736,0.0,No,7.0,7.0,No,8.0,4.0,Extrovert
737,737,7.0,Yes,0.0,4.0,Yes,5.0,2.0,Extrovert
738,738,5.0,No,5.0,7.0,No,8.0,7.0,Introvert
739,739,4.0,No,9.0,6.0,No,13.0,7.0,Extrovert
740,740,0.0,No,5.0,6.0,No,12.0,3.0,Extrovert
741,741,2.0,No,10.0,4.0,No,6.0,4.0,Extrovert
742,742,2.0,No,6.0,4.0,No,5.0,7.0,Extrovert
743,743,2.0,No,8.0,4.0,No,10.0,8.0,Extrovert
744,744,2.0,No,5.0,4.0,No,6.0,7.0,Extrovert
745,745,0.0,No,7.0,3.0,No,5.0,7.0,Extrovert
746,746,8.0,Yes,1.0,1.0,Yes,4.0,5.0,Introvert
747,747,4.0,Yes,1.0,0.0,Yes,1.0,3.0,Introvert
748,748,2.0,No,8.0,4.0,No,15.0,7.0,Extrovert
749,749,5.0,Yes,4.0,0.0,Yes,1.0,0.0,Introvert
750,750,1.0,No,7.0,5.0,No,6.0,7.0,Extrovert
751,751,0.0,No,7.0,3.0,No,14.0,3.0,Extrovert
752,752,1.0,No,5.0,5.0,No,10.0,6.0,Extrovert
753,753,4.0,No,8.0,4.0,No,5.0,6.0,Extrovert
754,754,3.0,No,4.0,3.0,No,9.0,6.0,Extrovert
755,755,3.0,No,7.0,5.0,No,15.0,5.0,Extrovert
756,756,0.0,No,7.0,4.0,No,6.0,8.0,Extrovert
757,757,0.0,No,5.0,4.0,No,12.0,3.0,Extrovert
758,758,2.0,No,5.0,4.0,No,15.0,5.0,Extrovert
759,759,1.0,No,9.0,7.0,No,13.0,7.0,Extrovert
760,760,2.0,No,5.0,3.0,No,15.0,10.0,Extrovert
761,761,2.0,No,7.0,5.0,No,9.0,6.0,Extrovert
762,762,10.0,Yes,2.0,2.0,Yes,8.0,0.0,Introvert
763,763,0.0,No,5.0,4.0,No,8.0,7.0,Extrovert
764,764,1.0,No,8.0,5.0,No,15.0,3.0,Extrovert
765,765,4.0,Yes,5.0,4.0,Yes,5.0,0.0,Introvert
766,766,0.0,No,4.0,5.0,No,7.0,7.0,Extrovert
767,767,1.0,No,7.0,4.0,No,6.0,6.0,Extrovert
768,768,1.0,No,9.0,5.0,No,14.0,10.0,Extrovert
769,769,1.0,No,4.0,5.0,No,9.0,4.0,Extrovert
770,770,3.0,No,7.0,4.0,No,14.0,9.0,Extrovert
771,771,4.0,No,6.0,6.0,No,8.0,10.0,Extrovert
772,772,3.0,No,4.0,6.0,No,5.0,6.0,Extrovert
773,773,1.0,No,6.0,3.0,No,4.0,8.0,Extrovert
774,774,2.0,No,8.0,5.0,No,8.0,4.0,Extrovert
775,775,9.0,Yes,5.0,2.0,Yes,0.0,0.0,Introvert
776,776,0.0,No,5.0,3.0,No,8.0,7.0,Extrovert
777,777,3.0,No,4.0,3.0,No,6.0,4.0,Extrovert
778,778,0.0,No,5.0,6.0,No,5.0,8.0,Extrovert
779,779,2.0,No,9.0,4.0,No,14.0,4.0,Extrovert
780,780,0.0,No,8.0,3.0,No,9.0,5.0,Extrovert
781,781,8.0,Yes,0.0,2.0,No,4.0,0.0,Introvert
782,782,0.0,No,8.0,5.0,No,14.0,9.0,Extrovert
783,783,3.0,No,8.0,3.0,No,10.0,7.0,Extrovert
784,784,10.0,Yes,3.0,2.0,Yes,3.0,0.0,Introvert
785,785,2.0,No,9.0,5.0,No,9.0,3.0,Extrovert
786,786,2.0,No,8.0,6.0,No,14.0,6.0,Extrovert
787,787,9.0,Yes,1.0,1.0,No,1.0,1.0,Introvert
788,788,3.0,No,4.0,3.0,No,8.0,10.0,Extrovert
789,789,2.0,No,6.0,3.0,No,12.0,3.0,Extrovert
790,790,0.0,No,9.0,5.0,No,15.0,5.0,Extrovert
791,791,2.0,No,7.0,3.0,No,5.0,4.0,Extrovert
792,792,0.0,No,5.0,4.0,No,11.0,6.0,Extrovert
793,793,5.0,Yes,1.0,0.0,Yes,7.0,2.0,Introvert
794,794,6.0,Yes,3.0,0.0,Yes,0.0,5.0,Introvert
795,795,4.0,No,10.0,7.0,No,11.0,6.0,Extrovert
796,796,7.0,No,2.0,0.0,Yes,1.0,1.0,Introvert
797,797,2.0,No,4.0,3.0,No,8.0,9.0,Extrovert
798,798,1.0,No,5.0,4.0,No,14.0,7.0,Extrovert
799,799,3.0,No,6.0,3.0,No,14.0,3.0,Extrovert
800,800,10.0,No,0.0,2.0,Yes,1.0,1.0,Introvert
